city,date,state,text,polarity
El Paso,10-26-2020,TX,3. First World Series I remember is braves vs twins in 1991.,0.25
Long Beach,10-26-2020,CA,@DodgersNation 40,0.0
North Richland Hills,10-26-2020,TX,@DodgersLowDown 8,0.0
Daytona Beach,10-26-2020,FL,@graysmusical @wifiblonde @quenblackwell my parents and i trusted the man who raped me so i don’t... really see your point,0.2
Santa Ana,10-26-2020,CA,@DodgersNation I was -6 years old 😂 (1994 born),0.1
West York,10-26-2020,PA,🔥 https://t.co/O1MramLBf1,0.0
Trumbull,10-26-2020,CT,"@JulianGuilarte1 Ray's 6
Dodgers 5",0.0
St Petersburg,10-26-2020,FL,Rays Triplets for life!!! 💙💙💙 #GoodLuckCharmsTogether #RaysUp #WeBelieve @ St. Petersburg Pier https://t.co/iEsZfaz43G,0.0
Shelton,10-26-2020,CT,@Fr3derick82 I’m going Dodgers heavy with the new paintings once they win. From Brooklyn to the present day.,0.18409090909090908
Midland,10-26-2020,TX,@Chrislaflare Wait until he finds out the Cubs have won the World Series 😭😭😭,0.0
Castro Valley,10-26-2020,CA,@925mlbfan We're on Redwood near lake Chabot... We're closing windows. The smell of smoke is getting bad.,-0.29999999999999993
Clearwater,10-26-2020,FL,"We see you, @neilsolondz on @MLBNetwork!!! Killing it like always!!! 🙌🙌⚾️🎉 @RaysRadio #BaseballGenius #RaysUp… https://t.co/M4wDsaKnGo",0.0
Clearwater,10-26-2020,FL,"We see you, @neilsolondz on @MLBNetwork!!! Killing it like always!!! 🙌🙌⚾️🎉 @RaysRadio #BaseballGenius #RaysUp… https://t.co/M4wDsaKnGo",0.0
Chicago,10-26-2020,IL,“IN THE AIR LEFT FIELD! THE TIGERS MARCH TO THE WORLD SERIES!” Ahhh what I’d do to relive that moment again but not… https://t.co/p5pXiLeUoh,0.0
Casper,10-26-2020,WY,@Bbarr_2 You said Dodgers in 6,0.0
Houston,10-26-2020,TX,🦄 https://t.co/T9tImlbelZ,0.0
